SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
1, 2.3350, 580, -0.01592227, -0.23318002, -0.96706814, -2.43962407, -19.83989334, -26.27520943, -15.89279079, 5.45549059, -46.01000595, 12.46954823, 0.33989516, 29.57420349, -0.96123999, 0.10425282, 0.03056926, 0.25340584, 0.01912798, 0.01166106, -0.00795100, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.3375, 581, -0.01417784, -0.22352721, -0.97219145, -0.80986291, -19.13869858, -26.32378578, -15.89279079, 5.45549059, -46.01000595, 12.46730614, 0.30771205, 29.49944687, -0.96140015, 0.10432510, 0.03022633, 0.25280896, 0.01680759, 0.00201628, -0.00290008, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.3400, 582, -0.00368258, -0.21576996, -0.96564859, 0.68177134, -19.20038986, -26.37868309, -15.98013783, 5.66530323, -46.55381012, 12.46879482, 0.27547613, 29.42453384, -0.96155679, 0.10442842, 0.02989094, 0.25220975, 0.00576831, -0.00572893, -0.00951446, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.3425, 583, 0.00430910, -0.21095884, -0.97169018, 1.66850293, -19.26954651, -25.94776344, -15.98013783, 5.66530323, -46.55381012, 12.47275066, 0.24289151, 29.35063744, -0.96170843, 0.10455256, 0.02955885, 0.25161862, -0.00280898, -0.01064299, -0.00351098, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.3450, 584, -0.00220376, -0.20861717, -0.97760481, 2.79480863, -19.33952522, -25.37504768, -15.98013783, 5.66530323, -46.55381012, 12.47955132, 0.20978577, 29.27811813, -0.96185386, 0.10470096, 0.02922972, 0.25103873, 0.00310947, -0.01313521, 0.00243169, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.3475, 585, -0.00909256, -0.21171638, -0.97238386, 4.29250288, -18.49374008, -26.05558777, -15.98013783, 5.66530323, -46.55381012, 12.49016285, 0.17909499, 29.20438004, -0.96199858, 0.10487600, 0.02892790, 0.25044534, 0.00947718, -0.01018697, -0.00271348, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.3500, 586, 0.00705856, -0.21224934, -0.93105125, 4.80959511, -17.15785599, -27.65546989, -15.98013783, 5.66530323, -46.55381012, 12.50215721, 0.15265583, 29.12753677, -0.96214938, 0.10505380, 0.02866174, 0.24982157, -0.00701893, -0.00961949, -0.04404368, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4150, 587, 0.00450458, -0.21934883, -1.00227237, -8.03851509, -31.68378830, -36.02250671, -16.06748009, 4.61623335, -45.49481964, 12.66458416, -0.04700901, 27.76484299, -0.96485639, 0.10717058, 0.02606714, 0.23851022, -0.00815040, -0.00569986, 0.02783871, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4175, 588, 0.01783647, -0.25297216, -1.00611448, -7.37282133, -33.81858444, -37.01148987, -16.06748009, 4.61623335, -45.49481964, 12.64663601, -0.10850471, 27.65564156, -0.96508551, 0.10717166, 0.02540985, 0.23765200, -0.02256690, 0.02820659, 0.03177067, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4200, 589, 0.00340436, -0.28110915, -1.00510085, -4.25941515, -34.64385986, -36.21222305, -16.06748009, 4.61623335, -45.49481964, 12.63669491, -0.17254052, 27.54797173, -0.96530241, 0.10724392, 0.02474913, 0.23680687, -0.00925010, 0.05651886, 0.03092521, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4225, 590, -0.00209671, -0.26470405, -0.98997396, -1.44747269, -34.99501038, -34.50093460, -16.06748009, 4.61623335, -45.49481964, 12.63384056, -0.23842411, 27.44429207, -0.96550292, 0.10737766, 0.02409105, 0.23599522, -0.00485607, 0.04025108, 0.01571228, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4250, 591, 0.01414052, -0.23274995, -0.98108149, -0.03967698, -35.06516647, -33.78493118, -16.06748009, 4.61623335, -45.49481964, 12.63449478, -0.30480281, 27.34233665, -0.96569550, 0.10754049, 0.02343737, 0.23519754, -0.02222622, 0.00833915, 0.00659730, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4275, 592, 0.02312541, -0.25271121, -0.99144316, 1.57568848, -34.30355835, -32.99126434, -17.26118088, 5.21570015, -45.40895081, 12.63935566, -0.36973023, 27.24275780, -0.96587867, 0.10773424, 0.02280650, 0.23441754, -0.03237371, 0.02815877, 0.01707408, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4300, 593, 0.01361042, -0.23928399, -0.98539782, 2.97501159, -33.61444855, -31.98983574, -17.26118088, 5.21570015, -45.40895081, 12.64774418, -0.43356654, 27.14601898, -0.96605206, 0.10795391, 0.02219437, 0.23365957, -0.02395562, 0.01462558, 0.01101748, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4325, 594, 0.00799161, -0.22048907, -0.98022306, 3.17920542, -32.57628250, -31.77056122, -17.26118088, 5.21570015, -45.40895081, 12.65666962, -0.49499482, 27.05037498, -0.96622241, 0.10817202, 0.02160432, 0.23290840, -0.01939409, -0.00428907, 0.00579252, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4350, 595, 0.00836597, -0.19435732, -0.97818136, 2.27782631, -31.38552475, -33.38626480, -17.26118088, 5.21570015, -45.40895081, 12.66335964, -0.55259311, 26.95147133, -0.96640158, 0.10836322, 0.02103863, 0.23212647, -0.02076749, -0.03052053, 0.00363315, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4375, 596, 0.02353625, -0.22913963, -0.97337300, 0.74078560, -29.84827995, -35.28709412, -17.26118088, 5.21570015, -45.40895081, 12.66651535, -0.60529304, 26.84876823, -0.96659225, 0.10851452, 0.02050322, 0.23130848, -0.03684449, 0.00423733, -0.00099535, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4400, 597, -0.00618763, -0.23923752, -0.98216885, -0.39654192, -28.74259567, -35.50247574, -17.52321243, 5.21570015, -45.20860291, 12.66696072, -0.65530717, 26.74615097, -0.96678513, 0.10863668, 0.01998485, 0.23048902, -0.00801852, 0.01427863, 0.00795351, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4425, 598, -0.01747210, -0.22687596, -0.98029250, -0.95311797, -27.90406990, -36.41513824, -17.52321243, 4.94593906, -45.20860291, 12.66607666, -0.70281315, 26.64179611, -0.96698254, 0.10874204, 0.01948313, 0.22965258, 0.00244231, 0.00194538, 0.00604364, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4450, 599, -0.02093040, -0.20722009, -0.99088383, -1.92387092, -27.26872826, -37.96495056, -17.52321243, 4.94593906, -45.20860291, 12.66280460, -0.74791139, 26.53400612, -0.96718889, 0.10882220, 0.01899353, 0.22878514, 0.00508405, -0.01771361, 0.01652786, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4475, 600, -0.02555152, -0.21402480, -1.00827312, -2.31566286, -27.24922943, -40.00378036, -17.52321243, 4.94593906, -45.20860291, 12.65873623, -0.79183680, 26.42126465, -0.96740520, 0.10889327, 0.01850740, 0.22787464, 0.00888951, -0.01093817, 0.03396364, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4500, 601, -0.01824688, -0.21796227, -1.01549029, -2.00083494, -27.57588577, -41.75673676, -17.52321243, 4.94593906, -45.20860291, 12.65562820, -0.83554584, 26.30407524, -0.96762854, 0.10897187, 0.01802066, 0.22692603, 0.00080173, -0.00698725, 0.04118154, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4525, 602, -0.01935251, -0.21814112, -1.02389741, -1.42097938, -27.42654419, -42.52153778, -17.52321243, 4.94593906, -45.20860291, 12.65408516, -0.87846738, 26.18509483, -0.96785301, 0.10906150, 0.01754180, 0.22596104, 0.00113464, -0.00682827, 0.04959772, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4675, 603, 0.00642931, -0.19119215, -1.07058656, -1.84832525, -17.41990852, -45.33897400, -17.78524780, 3.71702695, -45.63792801, 12.66673565, -1.05421257, 25.47372627, -0.96917522, 0.10960997, 0.01540165, 0.22010875, -0.02784499, -0.03425119, 0.09615611, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4700, 604, 0.00310798, -0.21861130, -1.07985628, -3.46789575, -15.68177223, -46.60788727, -17.78524780, 3.71702695, -45.63792801, 12.66052914, -1.06608975, 25.35139656, -0.96941215, 0.10959634, 0.01517224, 0.21908577, -0.02475748, -0.00677957, 0.10557383, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4725, 605, -0.01061320, -0.24310327, -1.07819438, -5.30433464, -14.08616257, -47.59931946, -17.78524780, 3.71702695, -45.63792801, 12.64989376, -1.07360017, 25.22751236, -0.96965641, 0.10953685, 0.01496993, 0.21804591, -0.01116311, 0.01790321, 0.10405408, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4750, 606, -0.02395276, -0.26600087, -1.07809448, -7.35206461, -13.04662132, -48.52635193, -17.78524780, 3.71702695, -45.63792801, 12.63428402, -1.07813871, 25.10193634, -0.96990836, 0.10942958, 0.01478189, 0.21698937, 0.00209711, 0.04106710, 0.10406605, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4775, 607, -0.03734984, -0.25846976, -1.08115232, -9.73481274, -13.38644409, -50.23755264, -17.78524780, 3.71702695, -45.63792801, 12.61279011, -1.08263421, 24.97198868, -0.97017306, 0.10927270, 0.01457922, 0.21589622, 0.01540722, 0.03388477, 0.10703754, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4800, 608, -0.03866239, -0.23554775, -1.08888853, -12.08325672, -14.95578766, -53.64025116, -18.19285202, 4.13665581, -45.38033295, 12.58555126, -1.08909738, 24.83284760, -0.97045863, 0.10907163, 0.01434072, 0.21472743, 0.01658556, 0.01138271, 0.11454291, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4825, 609, -0.03297793, -0.24596815, -1.09192741, -13.49733353, -16.79139328, -57.66634369, -18.19285202, 4.13665581, -45.38033295, 12.55506611, -1.09782982, 24.68284607, -0.97076535, 0.10884817, 0.01406714, 0.21346864, 0.01073998, 0.02230520, 0.11751308, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4850, 610, -0.04652558, -0.25795075, -1.08809435, -13.65661907, -18.35726166, -60.41452408, -18.19285202, 4.13665581, -45.38033295, 12.52441120, -1.10897005, 24.52529526, -0.97108388, 0.10862806, 0.01376627, 0.21214762, 0.02410379, 0.03483270, 0.11367513, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4875, 611, -0.05558329, -0.25099865, -1.07820427, -12.84556675, -18.82095909, -62.09297562, -18.19285202, 4.13665581, -45.38033295, 12.49590397, -1.12041807, 24.36340141, -0.97140634, 0.10842659, 0.01346326, 0.21078926, 0.03298967, 0.02842444, 0.10366652, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4900, 612, -0.05855411, -0.24213715, -1.07708263, -11.28442097, -18.11861229, -62.28260040, -18.19285202, 4.13665581, -45.38033295, 12.47130775, -1.13013601, 24.20145416, -0.97172379, 0.10825452, 0.01318262, 0.20942789, 0.03579421, 0.01998938, 0.10241251, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4925, 613, -0.05693725, -0.23419395, -1.08137071, -9.11447906, -15.90292931, -61.12299347, -18.45488358, 4.73612642, -45.89551926, 12.45204067, -1.13516009, 24.04357147, -0.97202820, 0.10811818, 0.01295583, 0.20809564, 0.03407774, 0.01235017, 0.10657909, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4950, 614, -0.05971721, -0.22948341, -1.09341073, -6.34945011, -12.25207996, -57.77279663, -18.45488358, 4.73612642, -45.89551926, 12.43943310, -1.13320255, 23.89590645, -0.97230798, 0.10802432, 0.01281036, 0.20684253, 0.03685803, 0.00778466, 0.11855134, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.4975, 615, -0.06728313, -0.20786536, -1.10733056, -3.96345592, -7.50601101, -53.29692078, -18.45488358, 4.73612642, -45.89551926, 12.43236542, -1.12222540, 23.76180649, -0.97255909, 0.10795975, 0.01276445, 0.20569536, 0.04457662, -0.01379395, 0.13233684, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5000, 616, -0.05490510, -0.20492257, -1.12171054, -2.08381224, -2.00370359, -48.47069550, -18.45488358, 4.73612642, -45.89551926, 12.42956352, -1.10048735, 23.64254951, -0.97278124, 0.10791074, 0.01283170, 0.20466368, 0.03253752, -0.01677376, 0.14664689, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5025, 617, -0.05348334, -0.20626102, -1.13641143, -1.21300912, 3.76231933, -42.81137085, -18.45488358, 4.73612642, -45.89551926, 12.42848587, -1.06782782, 23.54030418, -0.97297341, 0.10785549, 0.01301092, 0.20376609, 0.03164427, -0.01550443, 0.16133657, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5050, 618, -0.04347071, -0.21395411, -1.14459109, -1.48201191, 9.24223900, -36.81500626, -18.54222679, 4.13665581, -45.49481964, 12.42633438, -1.02506721, 23.45568466, -0.97313714, 0.10777176, 0.01329074, 0.20300895, 0.02235471, -0.00782506, 0.16951105, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5325, 619, -0.00126531, -0.26266038, -1.21523511, -14.84437561, 2.94116235, -16.85762215, -18.07639122, 3.89686918, -46.01000595, 12.08963966, -0.55992347, 23.10946846, -0.97417164, 0.10414426, 0.01633243, 0.19969191, -0.01193274, 0.04618949, 0.23895955, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5350, 620, -0.00126531, -0.26266038, -1.21523511, -14.84437561, 2.94116235, -16.85762215, -18.07639122, 3.89686918, -46.01000595, 12.05299568, -0.54356503, 23.06983185, -0.97427756, 0.10381005, 0.01637177, 0.19934560, -0.01164723, 0.04681426, 0.23882312, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5375, 621, -0.01285678, -0.26493627, -1.22320890, -10.26690769, -2.04485917, -21.75308228, -18.07639122, 3.89686918, -46.01000595, 12.02797031, -0.53687388, 23.01558495, -0.97439599, 0.10359344, 0.01633610, 0.19888198, 0.00003852, 0.04947083, 0.24675028, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5400, 622, -0.01285678, -0.26493627, -1.22320890, -10.26690769, -2.04485917, -21.75308228, -18.07639122, 3.89686918, -46.01000595, 12.00294495, -0.53020829, 22.96134186, -0.97451407, 0.10337684, 0.01630042, 0.19841835, 0.00015487, 0.04989786, 0.24665838, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5425, 623, -0.02616669, -0.27801859, -1.21865177, -9.35080147, -4.64152527, -24.84739494, -18.25107956, 4.31649780, -45.80965424, 11.98040485, -0.52834868, 22.89814758, -0.97464406, 0.10319091, 0.01622031, 0.19788243, 0.01350979, 0.06339108, 0.24213251, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5450, 624, -0.02616669, -0.27801859, -1.21865177, -9.35080147, -4.64152527, -24.84739494, -18.25107956, 4.31649780, -45.80965424, 11.95786858, -0.52651423, 22.83494568, -0.97477376, 0.10300500, 0.01614019, 0.19734642, 0.01354181, 0.06377579, 0.24205066, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5475, 625, -0.04264235, -0.27928638, -1.21732891, -10.73662663, -2.61117315, -27.44515991, -18.25107956, 4.31649780, -45.80965424, 11.93193722, -0.51846284, 22.76645851, -0.97491658, 0.10278026, 0.01610261, 0.19676036, 0.03016158, 0.06549365, 0.24068658, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5500, 626, -0.04549014, -0.27339780, -1.22461867, -11.49746704, -1.14258683, -29.05761147, -18.25107956, 4.31649780, -45.80965424, 11.90408993, -0.50601429, 22.69482613, -0.97506702, 0.10253214, 0.01609663, 0.19614382, 0.03320621, 0.06003810, 0.24784797, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5525, 627, -0.04151002, -0.26334962, -1.23286641, -12.10984898, 0.19176714, -31.02019882, -18.25107956, 4.31649780, -45.80965424, 11.87467861, -0.48927137, 22.61908531, -0.97522628, 0.10226402, 0.01612120, 0.19548869, 0.02949526, 0.05044413, 0.25591782, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5550, 628, -0.03621792, -0.25653324, -1.24719977, -12.65258312, 1.31708741, -32.84305573, -18.19285202, 4.61623335, -46.12448883, 11.84388256, -0.46881342, 22.53946495, -0.97539365, 0.10197844, 0.01617195, 0.19479743, 0.02451997, 0.04407030, 0.27008313, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5575, 629, -0.02263933, -0.25822902, -1.25904632, -13.34163666, 1.67434573, -34.18118286, -18.19285202, 4.61623335, -46.12448883, 11.81136894, -0.44674900, 22.45676613, -0.97556752, 0.10167607, 0.01623115, 0.19407873, 0.01129317, 0.04625225, 0.28178167, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5600, 630, -0.00749371, -0.27345729, -1.26623750, -13.90124226, 1.46829009, -34.60937500, -18.19285202, 4.61623335, -46.12448883, 11.77750301, -0.42493662, 22.37288857, -0.97574377, 0.10136290, 0.01628533, 0.19335032, -0.00349220, 0.06201661, 0.28889462, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5625, 631, 0.00205379, -0.29356694, -1.27306604, -14.41964531, 1.10473382, -33.21379852, -18.19285202, 4.61623335, -46.12448883, 11.74237728, -0.40474918, 22.29221153, -0.97591484, 0.10104139, 0.01632686, 0.19265074, -0.01270690, 0.08268605, 0.29568508, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5650, 632, -0.00039320, -0.30715293, -1.27819812, -14.74907303, 0.58803064, -30.34371185, -18.19285202, 4.61623335, -46.12448883, 11.70641041, -0.38738737, 22.21829033, -0.97607404, 0.10071656, 0.01634931, 0.19201116, -0.00997155, 0.09685633, 0.30077299, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5675, 633, -0.00687829, -0.29926190, -1.27847445, -14.87065506, 0.13864158, -27.19034386, -18.33842659, 3.65707850, -45.60930252, 11.67002392, -0.37284359, 22.15180016, -0.97622013, 0.10039184, 0.01635400, 0.19143736, -0.00323334, 0.08958536, 0.30089158, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5700, 634, -0.01862787, -0.27860212, -1.28030682, -15.05589581, 0.11060651, -24.59628677, -18.33842659, 3.65707850, -45.60930252, 11.63298512, -0.35982838, 22.09164810, -0.97635543, 0.10006323, 0.01635049, 0.19091894, 0.00873852, 0.06954810, 0.30250543, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5725, 635, -0.03004323, -0.25540137, -1.28041112, -15.37271976, 0.36649165, -22.70347023, -18.33842659, 3.65707850, -45.60930252, 11.59496307, -0.34727815, 22.03623581, -0.97648323, 0.09972633, 0.01634587, 0.19044137, 0.02037296, 0.04699688, 0.30237260, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.5750, 636, -0.04533399, -0.23694667, -1.28134191, -15.74844933, 0.56015670, -21.51334190, -18.33842659, 3.65707850, -45.60930252, 11.55584908, -0.33500770, 21.98381615, -0.97660661, 0.09938017, 0.01633998, 0.18998972, 0.03587552, 0.02920561, 0.30310142, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.6275, 637, -0.00795553, -0.24349043, -1.25736868, -29.71250343, -15.78557587, -22.04500771, -17.81435966, 4.19660425, -45.83827591, 10.02591896, -0.52735263, 20.93337822, -0.97951591, 0.08675899, 0.01136568, 0.18136242, -0.00479237, 0.06212140, 0.27408722, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.6300, 638, -0.02730120, -0.23932089, -1.25251865, -31.22019005, -13.44016361, -21.69502831, -18.80425835, 5.27564859, -45.40895081, 9.94862938, -0.55070192, 20.87378502, -0.97966421, 0.08614083, 0.01099893, 0.18087780, 0.01415944, 0.05930911, 0.26903737, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.6325, 639, -0.04718629, -0.23774225, -1.24319959, -33.49656677, -10.88232899, -22.12360191, -18.80425835, 5.27564859, -45.40895081, 9.86568069, -0.56772482, 20.81427956, -0.97981709, 0.08546397, 0.01067806, 0.18038937, 0.03377360, 0.05921099, 0.25951904, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.6350, 640, -0.06508445, -0.23479697, -1.23687887, -36.11017227, -8.31502819, -23.60816002, -18.80425835, 5.27564859, -45.40895081, 9.77625084, -0.57792938, 20.75227737, -0.97997916, 0.08472091, 0.01040416, 0.17987484, 0.05151147, 0.05784053, 0.25296748, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.6375, 641, -0.07272238, -0.23559327, -1.23092103, -38.70380020, -6.22168159, -26.14803886, -18.80425835, 5.27564859, -45.40895081, 9.68042946, -0.58198833, 20.68491936, -0.98015451, 0.08391376, 0.01016970, 0.17931026, 0.05909528, 0.06031974, 0.24675389, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.6400, 642, -0.07416262, -0.23217133, -1.23346806, -40.71826172, -5.02209330, -29.10854721, -18.80425835, 5.27564859, -45.40895081, 9.57965469, -0.58192182, 20.61079025, -0.98034376, 0.08305810, 0.00995885, 0.17868495, 0.06052954, 0.05861704, 0.24899085, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.6425, 643, -0.06671337, -0.22617550, -1.23573911, -42.22795868, -5.20534515, -32.14274597, -18.51311111, 5.27564859, -45.49481964, 9.47518635, -0.58110219, 20.52909470, -0.98054636, 0.08217003, 0.00974438, 0.17799436, 0.05308835, 0.05440624, 0.25090429, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.6450, 644, -0.05427978, -0.22273518, -1.23625386, -42.95042801, -6.49295521, -35.24590683, -18.51311111, 5.93506432, -45.49481964, 9.36900806, -0.58224100, 20.43920708, -0.98076117, 0.08127068, 0.00950596, 0.17723483, 0.04063354, 0.05279109, 0.25106105, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.6475, 645, -0.04041952, -0.22016603, -1.23383653, -42.95484924, -8.53656292, -38.62701797, -18.51311111, 5.93506432, -45.49481964, 9.26294136, -0.58711958, 20.34012794, -0.98098809, 0.08037836, 0.00923064, 0.17639878, 0.02669504, 0.05206285, 0.24829112, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.6500, 646, -0.02916429, -0.22031043, -1.22746801, -42.53261948, -10.99471092, -41.93612671, -18.51311111, 5.93506432, -45.49481964, 9.15806484, -0.59683412, 20.23189354, -0.98122585, 0.07950386, 0.00891092, 0.17548701, 0.01528823, 0.05405113, 0.24160063, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.6525, 647, -0.01997589, -0.22070003, -1.22149742, -41.90571976, -13.45705795, -44.75194931, -18.51311111, 5.93506432, -45.49481964, 9.05489254, -0.61163992, 20.11572456, -0.98147196, 0.07865165, 0.00854639, 0.17451000, 0.00585831, 0.05625363, 0.23532419, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.6900, 648, -0.01861275, -0.26191574, -1.17682672, -36.84955215, 13.88144779, -32.52573776, -18.77514267, 6.23479986, -44.34996033, 7.52632046, -0.64032930, 18.23567390, -0.98516214, 0.06568557, 0.00489489, 0.15848337, 0.00411957, 0.12412541, 0.18704797, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.6925, 649, -0.01682953, -0.24658516, -1.17716169, -35.79364777, 18.28519630, -29.04834747, -18.77514267, 6.23479986, -44.34996033, 7.43803740, -0.58514488, 18.16969681, -0.98531103, 0.06485360, 0.00520996, 0.15788940, 0.00329876, 0.11031944, 0.18707836, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.6950, 650, -0.01254150, -0.22962509, -1.18279541, -35.30471420, 22.54774284, -25.57781219, -19.09540558, 5.69527769, -45.06549835, 7.35073233, -0.52065635, 18.11363792, -0.98544562, 0.06401714, 0.00561294, 0.15737605, 0.00012059, 0.09483665, 0.19239476, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.6975, 651, -0.00290069, -0.21119691, -1.18785048, -35.38510132, 26.66761017, -21.97383118, -19.09540558, 5.69527769, -45.06549835, 7.26298666, -0.44721678, 18.06780243, -0.98556626, 0.06316447, 0.00609881, 0.15694642, -0.00825238, 0.07789715, 0.19711052, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.7000, 652, 0.00730879, -0.19686222, -1.19791520, -35.68889618, 30.77983093, -17.74074364, -19.09540558, 5.69527769, -45.06549835, 7.17425728, -0.36501661, 18.03367996, -0.98567110, 0.06229105, 0.00666580, 0.15661368, -0.01705529, 0.06503944, 0.20685863, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.7025, 653, 0.02164581, -0.18769535, -1.21440363, -35.99751663, 34.68047714, -13.15822124, -19.09540558, 5.69527769, -45.06549835, 7.08457279, -0.27464747, 18.01205635, -0.98575890, 0.06139776, 0.00730904, 0.15638506, -0.02986131, 0.05732936, 0.22305028, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.7050, 654, 0.04476627, -0.17894237, -1.22200978, -36.94268799, 38.16242218, -8.58505630, -19.09540558, 5.69527769, -45.06549835, 6.99238062, -0.17707683, 18.00273895, -0.98583049, 0.06047238, 0.00801772, 0.15625970, -0.05130001, 0.05012859, 0.23033661, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.7075, 655, 0.05490455, -0.17159569, -1.22508049, -38.44808960, 41.09035110, -4.30198240, -18.62957001, 6.38466740, -44.97962952, 6.89633369, -0.07358915, 18.00476646, -0.98588753, 0.05950493, 0.00877817, 0.15623033, -0.05964061, 0.04442779, 0.23312965, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.7100, 656, 0.06294193, -0.17036347, -1.22458506, -40.47217178, 43.23749542, 1.51433599, -18.62957001, 6.38466740, -44.97962952, 6.79518652, 0.03342653, 18.02172089, -0.98592538, 0.05848741, 0.00956968, 0.15632926, -0.06580876, 0.04495117, 0.23239338, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.7125, 657, 0.06294193, -0.17036347, -1.22458506, -40.47217178, 43.23749542, 1.51433599, -18.62957001, 6.38466740, -44.97962952, 6.69407845, 0.14046484, 18.03848839, -0.98596156, 0.05746987, 0.01036113, 0.15642792, -0.06394058, 0.04670396, 0.23218898, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.7150, 658, 0.07611867, -0.18241271, -1.20405948, -48.91010666, 46.56394958, 4.32382202, -18.62957001, 6.38466740, -44.97962952, 6.57195473, 0.25494844, 18.06295776, -0.98599613, 0.05626022, 0.01119149, 0.15659261, -0.07506160, 0.06098980, 0.21145706, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 2.7175, 659, 0.07611867, -0.18241271, -1.20405948, -48.91010666, 46.56394958, 4.32382202, -18.62957001, 6.38466740, -44.97962952, 6.44988728, 0.36947718, 18.08717537, -0.98602849, 0.05505053, 0.01202178, 0.15675688, -0.07306271, 0.06310774, 0.21122636, 0.00000000, 0.00000000, 0.00000000, 0.00000000
