1632793894,0.06,-0.02,1.03,-0.55,0.49,-0.49,40.19,0.56,-48.65,0.999985099004285,0.005098145733383,0.000365761830801,0.001917523860317
1632793894,0.06,-0.03,1.02,0.12,0.43,0.31,40.52,-0.31,-48.74,0.999934587531655,0.010192367044374,0.003479734563829,0.003850682964872
1632793894,0.06,-0.02,1.02,0.67,0.43,0.31,40.27,-0.48,-48.13,0.999864109469485,0.015363041804577,0.001694987863009,0.005732936197968
1632793894,0.06,-0.02,1.03,-0.31,0.43,0.37,40.56,0.21,-47.67,0.999756829811638,0.020520394777178,0.00145116647817,0.007942843258298
1632793894,0.06,-0.02,1.03,0,0.49,0.31,40.34,-0.82,-49.15,0.999588889957823,0.025663520050681,0.003310558146099,0.012348077431623
1632793894,0.06,-0.02,1.03,0.43,0.92,0.79,40.55,-1.12,-48.97,0.999402147688619,0.030858281639971,-0.003045232757417,0.015291834653053
1632793894,0.06,-0.03,1.02,-1.22,0.67,-0.67,40.26,-0.76,-48.67,0.999156695291581,0.035978051756025,-0.001493506194261,0.019729355921989
1632793895,0.06,-0.03,1.03,0.37,0.92,-0.31,40.45,-0.31,-49.18,0.998930902311812,0.041253219014087,-0.007130578215139,0.019605590575219
1632793895,0.06,-0.02,1.03,-1.1,0.06,0.06,40.12,0.09,-48.99,0.998649496295994,0.046380043199421,-0.006489578461827,0.022493566012638
1632793895,0.06,-0.02,1.03,0.18,0.61,0.18,40.15,-0.11,-48.5,0.998311918998638,0.051629548493883,-0.010950550766423,0.024244330171953
1632793895,0.06,-0.02,1.03,-0.85,0.43,-0.43,40.36,-0.1,-48.39,0.998008109667667,0.056546073988029,-0.002395527423414,0.027867830961049
1632793895,0.06,-0.02,1.03,1.77,0.67,-1.83,39.97,0.17,-49.15,0.993377383217909,0.058879638499327,0.088482746787562,0.043650500595722
1632793895,0.05,-0.05,1.03,18.43,2.2,4.09,40.38,0.93,-48.55,0.977883085774701,0.060874691673842,0.188912193518878,0.065963062461112
1632793895,0.06,0.05,1.05,20.63,3.48,1.4,39.9,1.43,-48.65,0.971845006378048,0.068569157471597,0.207595911923504,0.087860637229293
1632793895,0.07,-0.11,0.97,4.09,4.46,-4.76,40.39,1.1,-47.19,0.974518204900263,0.078463209175183,0.185499438439563,0.098730701721946
