1633625312.0,0.0,-0.05,1.01,0.18,0.14,0.24,23.68,6.26,-51.52,0.9999952917651166,0.0008225850474465661,0.0011932539022089495,0.002704800651366758
1633625313.0,-0.0,-0.05,1.01,0.11,0.11,0.34,23.55,5.99,-52.26,0.9999856641215957,0.002159026057512909,0.0015168840525269938,0.0046593154588659294
1633625313.0,0.0,-0.06,1.01,0.33,0.07,0.41,23.96,5.91,-50.95,0.9999733534504578,0.003149379680862253,0.0012855517304888762,0.006459191390564266
1633625313.0,0.0,-0.05,1.01,0.26,-0.04,0.38,24.17,6.08,-52.31,0.9999730691187428,0.0033940380838352966,0.00015412196915509888,0.006505212459706658
1633625313.0,-0.0,-0.05,1.01,0.11,-0.22,0.03,23.85,6.37,-51.46,0.9999705457280761,0.00362966723835846,-7.024946515989334e-05,0.006762267152752943
1633625313.0,-0.0,-0.05,1.01,0.11,-0.04,0.07,23.17,5.54,-52.05,0.999946910122582,0.005874547650764137,-0.0013394484689045775,0.008358977449359532
1633625313.0,0.0,-0.05,1.01,0.51,-0.25,0.34,23.49,6.43,-51.56,0.9999328867093386,0.0057593242930567695,-0.0013745904617226197,0.009958050104261937
1633625313.0,0.0,-0.05,1.01,0.04,0.0,0.34,23.83,6.54,-50.97,0.9999198217631924,0.006729248358894863,-0.00013913455180801246,0.01072603855886734
1633625313.0,-0.0,-0.06,1.01,0.26,0.25,0.17,23.34,5.82,-51.22,0.9999000159245135,0.008421742059124994,-0.000852173454330995,0.011327233344941809
1633625313.0,-0.0,-0.05,1.01,0.4,-0.14,0.14,22.81,5.91,-51.05,0.9998858993679263,0.00775553732913107,-0.0008978169458974464,0.012931891225234084
1633625313.0,0.0,-0.05,1.01,-0.07,0.0,0.34,23.01,5.85,-50.69,0.9998607593506291,0.008740134383539277,-0.0009184273890850604,0.014185501502307026
1633625313.0,0.0,-0.05,1.01,0.26,0.0,0.27,23.99,6.05,-51.76,0.9998354214892773,0.009511677248184075,-4.446109980348647e-05,0.015448493599572217
1633625313.0,0.0,-0.06,1.01,0.22,0.18,0.27,23.82,6.65,-51.49,0.999809457874061,0.010100170441864582,-0.0002759315873795884,0.016702046712323552
1633625313.0,0.0,-0.06,1.01,0.18,-0.04,0.27,23.46,6.48,-51.09,0.9997930265520998,0.010673391847780775,0.00040147618115311064,0.017315356800600968
1633625313.0,-0.0,-0.06,1.01,0.18,0.14,0.14,23.71,6.19,-51.05,0.9997550408922106,0.0120004093938259,0.0009331806434205702,0.018573571516588522
1633625314.0,0.0,-0.05,1.01,0.33,0.11,0.27,23.82,5.88,-51.06,0.9997229132899951,0.012575137225393032,0.0015969574938065113,0.019834623603452756
1633625314.0,0.0,-0.05,1.01,0.18,0.14,0.27,23.74,6.26,-51.86,0.9996999220934565,0.012612045508561353,0.0015535472787786928,0.020942506184301875
1633625314.0,0.0,-0.06,1.01,0.07,0.0,0.24,23.83,5.77,-51.24,0.9996438323059473,0.013596163446369602,0.0017195758607080954,0.022899692816234624
1633625314.0,0.0,-0.05,1.01,0.26,0.04,0.41,23.46,5.4,-51.16,0.9995720630289647,0.014923120206558064,0.002238341835954709,0.025059551495294083
1633625314.0,-0.0,-0.05,1.02,0.33,0.11,0.45,23.06,5.71,-50.69,0.9995269027485469,0.015701635310485525,0.002559225321518515,0.026322608081779095
1633625314.0,-0.0,-0.06,1.01,0.22,0.07,0.27,23.8,5.31,-51.21,0.9994635898596227,0.016660115820648372,0.003774445198547141,0.027941486166657693
1633625314.0,0.0,-0.05,1.02,0.26,0.25,0.34,24.13,6.05,-51.62,0.9994237433413448,0.016551286182985556,0.0037107541146831824,0.029401810746329367
1633625314.0,-0.0,-0.06,1.01,0.04,0.0,0.31,23.04,5.56,-51.01,0.999385119500453,0.017680666365870772,0.004045142532190874,0.03000689553783288
1633625314.0,0.0,-0.05,1.01,0.29,0.07,0.14,23.41,6.08,-51.21,0.9993549961196895,0.01866815398003651,0.00403053628706214,0.030411289595013716
1633625314.0,0.0,-0.06,1.01,0.26,0.0,0.1,23.41,5.73,-50.98,0.9992899879644268,0.01997483577068353,0.005113466427465625,0.03153376525385339
1633625314.0,0.0,-0.06,1.01,0.33,0.22,0.24,23.8,5.66,-51.05,0.9992512992122028,0.021323888373716023,0.004755703835755523,0.0319298620162474
1633625314.0,0.0,-0.06,1.01,0.33,-0.07,0.1,23.07,6.06,-51.91,0.9991683089376014,0.02210944570261336,0.005048281248500165,0.03388772169876659
